format,metric,date,number_of_records,value_actual
Download Single,Units,2000/7/19 17:40,1,553.5161518
Download Single,Units,2000/7/9 1:08,1,399.7738523
Download Single,Units,2000/7/7 1:34,1,335.3391935
Download Album,Units,2000/6/27 10:06,1,
Download Album,Units,2000/6/23 9:03,1,
Download Album,Units,2000/6/22 20:02,1,
Download Album,Units,2000/6/18 13:40,1,
Download Album,Units,2000/6/14 16:39,1,
Download Album,Units,2000/6/4 3:17,1,
Download Album,Units,2000/6/3 3:24,1,
Download Album,Units,2000/6/2 18:44,1,
Download Album,Units,2000/5/29 16:46,1,
Download Album,Units,2000/5/6 11:51,1,
Download Album,Units,2000/5/3 10:40,1,
Download Album,Units,2000/4/21 13:42,1,
Download Album,Units,2000/4/4 13:38,1,
Download Album,Units,2000/3/28 15:27,1,
Download Album,Units,2000/3/19 5:11,1,
Download Album,Units,2000/3/6 8:29,1,
Download Album,Units,2000/2/18 9:25,1,
Download Album,Units,2000/2/17 14:22,1,
Download Album,Units,2000/1/18 16:43,1,
Download Album,Units,2000/1/18 8:33,1,
Download Album,Units,1999/12/16 0:07,1,
Download Album,Units,1999/12/11 17:31,1,
Download Album,Units,1999/12/10 18:56,1,
Download Album,Units,1999/12/3 17:24,1,
Download Album,Units,1999/12/1 19:38,1,
Download Album,Units,1999/11/30 2:18,1,
Download Album,Units,1999/11/15 20:01,1,
Download Album,Units,1999/11/7 17:53,1,
Download Album,Units,1999/10/26 17:19,1,
Download Album,Units,1999/9/8 23:55,1,
Download Album,Units,1999/9/8 14:41,1,
Download Album,Units,1999/8/16 5:18,1,4.6
Download Album,Units,1999/8/6 3:22,1,13.6
Download Album,Units,1999/8/3 18:25,1,27.6
Download Album,Units,1999/7/10 8:11,1,49.8
Download Album,Units,1999/7/7 4:14,1,63.6
Download Album,Units,1999/6/25 6:27,1,74.5
Download Album,Units,1999/5/23 7:02,1,85.8
Download Album,Units,1999/4/26 11:33,1,103.9
Download Album,Units,1999/4/26 9:49,1,116.7336318
Download Album,Units,1999/3/31 23:54,1,117.979213
Download Album,Units,1999/3/28 15:37,1,114.2304708
Download Album,Units,1999/3/2 22:23,1,106.7838841
Download Album,Units,1999/2/18 23:15,1,85.12334989
Download Album,Units,1999/2/1 14:24,1,66.38610376
Download Album,Units,1999/1/19 2:32,1,49.73492454
Download Album,Units,1999/1/14 8:06,1,40.20271234
Kiosk,Units,1999/1/12 19:24,1,
Kiosk,Units,1999/1/11 5:18,1,
Kiosk,Units,1999/1/2 18:25,1,
Kiosk,Units,1998/12/22 9:24,1,
Kiosk,Units,1998/11/23 20:20,1,
Kiosk,Units,1998/11/11 16:46,1,
Kiosk,Units,1998/10/3 12:58,1,
Kiosk,Units,1998/9/4 9:16,1,
Kiosk,Units,1998/9/1 11:15,1,
Kiosk,Units,1998/8/30 0:20,1,
Kiosk,Units,1998/8/8 12:55,1,
Kiosk,Units,1998/7/28 14:16,1,
Kiosk,Units,1998/3/24 9:08,1,
Kiosk,Units,1998/3/22 22:25,1,
Kiosk,Units,1998/1/8 16:10,1,
Kiosk,Units,1998/1/4 23:00,1,
Kiosk,Units,1997/12/28 3:58,1,
Kiosk,Units,1997/12/9 8:15,1,
Kiosk,Units,1997/11/7 7:46,1,
Kiosk,Units,1997/10/9 18:47,1,
Kiosk,Units,1997/10/1 14:26,1,
Kiosk,Units,1997/9/30 12:31,1,
Kiosk,Units,1997/9/5 11:41,1,
Kiosk,Units,1997/8/20 17:16,1,
Kiosk,Units,1997/8/15 1:05,1,
Kiosk,Units,1997/7/30 3:01,1,
Kiosk,Units,1997/7/4 12:22,1,
Kiosk,Units,1997/5/22 8:30,1,
Kiosk,Units,1997/4/27 22:34,1,
Kiosk,Units,1997/2/19 4:31,1,
Kiosk,Units,1997/2/15 15:23,1,
Kiosk,Units,1997/2/6 18:28,1,
Kiosk,Units,1997/1/28 17:49,1,0.7
Kiosk,Units,1997/1/23 10:03,1,1.4
Kiosk,Units,1997/1/22 21:13,1,1.8
Kiosk,Units,1997/1/4 6:46,1,1.6
Kiosk,Units,1997/1/3 15:08,1,1.7
Kiosk,Units,1996/12/17 4:16,1,1.7
Kiosk,Units,1996/12/10 6:09,1,1.3
Kiosk,Units,1996/12/4 17:00,1,1.95507
Kiosk,Units,1996/12/1 13:19,1,3.7442
Kiosk,Units,1996/11/22 10:06,1,1.592073358
Kiosk,Units,1996/11/8 16:02,1,2.202659889
Kiosk,Units,1996/10/30 12:48,1,1.74878121
Kiosk,Units,1996/10/28 4:46,1,1.322377717
Kiosk,Units,1996/10/23 8:28,1,1.097856529
Kiosk,Units,1996/10/19 19:01,1,0.899703865
Download Music Video,Units,1996/10/7 17:43,1,
Download Music Video,Units,1996/10/5 19:21,1,
Download Music Video,Units,1996/8/17 15:46,1,
Download Music Video,Units,1996/8/15 16:07,1,
Download Music Video,Units,1996/8/9 18:14,1,
Download Music Video,Units,1996/8/7 3:16,1,
Download Music Video,Units,1996/8/6 4:50,1,
Download Music Video,Units,1996/8/5 19:27,1,
Download Music Video,Units,1996/8/5 15:19,1,
Download Music Video,Units,1996/7/17 3:16,1,
Download Music Video,Units,1996/7/12 14:04,1,
Download Music Video,Units,1996/6/25 11:22,1,
Download Music Video,Units,1996/5/8 1:02,1,
Download Music Video,Units,1996/5/1 13:19,1,
Download Music Video,Units,1996/3/31 0:53,1,
Download Music Video,Units,1996/3/30 4:03,1,
Download Music Video,Units,1996/3/29 20:30,1,
Download Music Video,Units,1996/3/25 17:00,1,
Download Music Video,Units,1996/3/13 8:31,1,
Download Music Video,Units,1996/2/16 7:03,1,
Download Music Video,Units,1996/2/15 2:38,1,
Download Music Video,Units,1996/1/18 17:10,1,
Download Music Video,Units,1996/1/15 13:44,1,
Download Music Video,Units,1995/12/27 12:55,1,
Download Music Video,Units,1995/12/22 13:26,1,
Download Music Video,Units,1995/12/9 19:54,1,
Download Music Video,Units,1995/11/25 5:29,1,
Download Music Video,Units,1995/11/13 3:10,1,
Download Music Video,Units,1995/10/1 2:42,1,
Download Music Video,Units,1995/9/9 7:38,1,
Download Music Video,Units,1995/8/24 21:54,1,
Download Music Video,Units,1995/8/17 16:39,1,
Download Music Video,Units,1995/8/6 4:38,1,1.9
Download Music Video,Units,1995/8/5 17:14,1,9.9
Download Music Video,Units,1995/7/11 18:38,1,14.2
Download Music Video,Units,1995/7/9 18:20,1,20.8
Download Music Video,Units,1995/7/7 17:33,1,20.5
Download Music Video,Units,1995/6/9 9:28,1,18.4
Download Music Video,Units,1995/4/2 12:32,1,16.3
Download Music Video,Units,1995/2/16 13:05,1,10.473489
Download Music Video,Units,1995/1/18 10:17,1,8.412464
Download Music Video,Units,1995/1/10 21:08,1,6.82264392
Download Music Video,Units,1995/1/2 20:41,1,3.223325002
Download Music Video,Units,1994/12/18 12:45,1,2.145427196
Download Music Video,Units,1994/12/16 9:41,1,1.399889693
Download Music Video,Units,1994/11/3 20:01,1,1.115985226
Download Music Video,Units,1994/11/1 6:50,1,0.93412583
Ringtones & Ringbacks,Units,1994/10/27 4:21,1,
Ringtones & Ringbacks,Units,1994/10/20 0:11,1,
Ringtones & Ringbacks,Units,1994/10/8 3:24,1,
Ringtones & Ringbacks,Units,1994/9/22 4:22,1,
Ringtones & Ringbacks,Units,1994/8/15 23:16,1,
Ringtones & Ringbacks,Units,1994/6/15 0:02,1,
Ringtones & Ringbacks,Units,1994/6/3 20:48,1,
Ringtones & Ringbacks,Units,1994/5/29 9:30,1,
Ringtones & Ringbacks,Units,1994/2/1 22:38,1,
Ringtones & Ringbacks,Units,1993/11/29 17:48,1,
Ringtones & Ringbacks,Units,1993/10/31 3:39,1,
Ringtones & Ringbacks,Units,1991/10/4 9:22,1,
Ringtones & Ringbacks,Units,1990/10/1 3:51,1,
Ringtones & Ringbacks,Units,1988/4/15 3:03,1,
Ringtones & Ringbacks,Units,2020/7/31 22:01,1,
Ringtones & Ringbacks,Units,2020/7/23 6:12,1,
Ringtones & Ringbacks,Units,2020/7/13 9:30,1,
Ringtones & Ringbacks,Units,2020/6/30 14:26,1,
Ringtones & Ringbacks,Units,2020/6/23 20:21,1,
Ringtones & Ringbacks,Units,2020/6/20 13:41,1,
Ringtones & Ringbacks,Units,2020/5/24 7:03,1,
Ringtones & Ringbacks,Units,2020/5/22 17:44,1,
Ringtones & Ringbacks,Units,2020/5/14 9:30,1,
Ringtones & Ringbacks,Units,2020/4/30 21:28,1,
Ringtones & Ringbacks,Units,2020/3/11 4:51,1,
Ringtones & Ringbacks,Units,2020/3/9 4:16,1,
Ringtones & Ringbacks,Units,2020/3/8 22:21,1,
Ringtones & Ringbacks,Units,2020/2/25 1:22,1,
Ringtones & Ringbacks,Units,2020/2/21 18:47,1,
Ringtones & Ringbacks,Units,2020/2/18 19:48,1,
Ringtones & Ringbacks,Units,2020/2/7 17:37,1,
Ringtones & Ringbacks,Units,2020/2/6 6:09,1,
Ringtones & Ringbacks,Units,2016/12/23 3:29,1,170
Ringtones & Ringbacks,Units,2016/12/7 4:51,1,315
Ringtones & Ringbacks,Units,2016/11/29 8:05,1,433.8
Ringtones & Ringbacks,Units,2016/11/24 14:10,1,405.1
Ringtones & Ringbacks,Units,2016/11/3 17:14,1,294.3
Ringtones & Ringbacks,Units,2016/10/1 20:23,1,188.5
Ringtones & Ringbacks,Units,2016/9/22 4:57,1,115.4
Ringtones & Ringbacks,Units,2016/9/14 15:01,1,58.75740356
Ringtones & Ringbacks,Units,2016/8/27 21:45,1,39.36623578
Ringtones & Ringbacks,Units,2016/8/11 5:59,1,26.63232368
Ringtones & Ringbacks,Units,2016/8/5 18:02,1,21.92486605
Ringtones & Ringbacks,Units,2016/7/21 0:48,1,22.62078539
Ringtones & Ringbacks,Units,2016/7/5 1:24,1,14.26286994
Ringtones & Ringbacks,Units,2016/6/27 10:02,1,10.02628673
Ringtones & Ringbacks,Units,2016/6/5 6:12,1,8.605769716
Paid Subscriptions,Units,2016/6/2 10:56,1,
Paid Subscriptions,Units,2016/5/29 12:14,1,
Paid Subscriptions,Units,2016/5/20 11:59,1,
Paid Subscriptions,Units,2016/5/16 10:09,1,
Paid Subscriptions,Units,2016/5/13 0:34,1,
Paid Subscriptions,Units,2016/4/24 5:39,1,
Paid Subscriptions,Units,2016/4/18 11:59,1,
Paid Subscriptions,Units,2016/4/12 9:51,1,
Paid Subscriptions,Units,2016/4/10 14:57,1,
Paid Subscriptions,Units,2016/3/16 23:54,1,
Paid Subscriptions,Units,2016/3/3 1:32,1,
Paid Subscriptions,Units,2016/2/23 3:59,1,
Paid Subscriptions,Units,2016/2/21 5:58,1,
Paid Subscriptions,Units,2016/2/19 8:15,1,
Paid Subscriptions,Units,2016/2/6 13:55,1,
Paid Subscriptions,Units,2016/1/27 9:59,1,
Paid Subscriptions,Units,2016/1/21 16:44,1,
Paid Subscriptions,Units,2015/12/30 13:07,1,
Paid Subscriptions,Units,2015/12/21 2:32,1,
Paid Subscriptions,Units,2015/12/8 0:34,1,
Paid Subscriptions,Units,2015/11/13 14:59,1,
Paid Subscriptions,Units,2015/11/2 21:34,1,
Paid Subscriptions,Units,2015/10/31 11:34,1,
Paid Subscriptions,Units,2015/10/13 12:23,1,
Paid Subscriptions,Units,2015/10/11 0:07,1,
Paid Subscriptions,Units,2015/10/10 9:57,1,
Paid Subscriptions,Units,2015/10/4 21:02,1,
Paid Subscriptions,Units,2015/9/17 21:03,1,
Paid Subscriptions,Units,2015/9/14 23:50,1,
Paid Subscriptions,Units,2015/9/8 13:46,1,
Paid Subscriptions,Units,2015/9/7 1:41,1,
Paid Subscriptions,Units,2015/9/2 20:10,1,
Paid Subscriptions,Units,2015/7/19 7:06,1,1.3
Paid Subscriptions,Units,2015/7/12 22:23,1,1.7
Paid Subscriptions,Units,2015/7/4 1:40,1,1.8
Paid Subscriptions,Units,2015/6/14 3:03,1,1.6
Paid Subscriptions,Units,2015/6/12 17:03,1,1.2
Paid Subscriptions,Units,2015/6/10 17:43,1,1.5
Paid Subscriptions,Units,2015/6/2 8:44,1,1.8
Paid Subscriptions,Units,2015/5/20 10:20,1,3.36
Paid Subscriptions,Units,2015/5/18 17:13,1,6.16
Paid Subscriptions,Units,2015/5/10 7:45,1,7.73
Paid Subscriptions,Units,2015/5/7 20:34,1,10.84
Paid Subscriptions,Units,2015/4/30 10:21,1,22.68
Paid Subscriptions,Units,2015/4/21 1:42,1,35.27350122
Paid Subscriptions,Units,2015/4/10 1:14,1,46.91132324
Paid Subscriptions,Units,2015/4/8 4:06,1,60.38194761
Paid Subscriptions,Units,2015/4/3 1:39,1,
Paid Subscriptions,Units,2015/3/30 21:33,1,
Paid Subscriptions,Units,2015/3/18 0:04,1,
Paid Subscriptions,Units,2015/3/11 6:18,1,
Paid Subscriptions,Units,2015/3/8 4:26,1,
Paid Subscriptions,Units,2015/3/4 4:30,1,
Paid Subscriptions,Units,2015/2/26 22:06,1,
Paid Subscriptions,Units,2015/2/25 10:53,1,
Paid Subscriptions,Units,2015/2/17 13:19,1,
Paid Subscriptions,Units,2015/1/9 17:31,1,
Paid Subscriptions,Units,2015/1/9 10:41,1,
Paid Subscriptions,Units,2015/1/7 1:05,1,
Paid Subscriptions,Units,2015/1/2 13:39,1,
Paid Subscriptions,Units,2014/12/13 2:53,1,
Paid Subscriptions,Units,2014/12/12 6:48,1,
Paid Subscriptions,Units,2014/12/9 21:19,1,
Paid Subscriptions,Units,2014/11/28 11:47,1,
Paid Subscriptions,Units,2014/11/27 12:12,1,
Paid Subscriptions,Units,2014/11/26 23:16,1,
Paid Subscriptions,Units,2014/11/26 17:40,1,
Paid Subscriptions,Units,2014/11/4 20:13,1,
Paid Subscriptions,Units,2014/10/21 18:55,1,
Paid Subscriptions,Units,2014/10/17 14:07,1,
Paid Subscriptions,Units,2014/10/14 10:25,1,
Paid Subscriptions,Units,2014/10/6 20:02,1,
Paid Subscriptions,Units,2014/9/9 18:55,1,
Paid Subscriptions,Units,2014/9/5 21:37,1,
Paid Subscriptions,Units,2014/8/29 23:15,1,
Paid Subscriptions,Units,2014/8/28 3:07,1,
Paid Subscriptions,Units,2014/8/23 6:29,1,
Paid Subscriptions,Units,2014/7/29 7:38,1,
Paid Subscriptions,Units,2014/7/29 3:07,1,
Paid Subscriptions,Units,2014/6/28 2:40,1,1.3
Paid Subscriptions,Units,2014/6/26 5:54,1,1.7
Paid Subscriptions,Units,2014/5/29 1:12,1,1.8
Paid Subscriptions,Units,2014/5/16 20:06,1,1.6
Paid Subscriptions,Units,2014/5/16 12:42,1,1.2
Paid Subscriptions,Units,2014/5/8 19:42,1,1.5
Paid Subscriptions,Units,2014/3/29 13:45,1,1.8
Paid Subscriptions,Units,2014/3/18 11:02,1,3.4
Paid Subscriptions,Units,2014/3/3 15:00,1,6.2
Paid Subscriptions,Units,2014/2/18 12:50,1,7.7
Paid Subscriptions,Units,2014/2/13 6:47,1,10.8
Paid Subscriptions,Units,2014/1/15 2:46,1,22.7
Paid Subscriptions,Units,2014/1/12 16:00,1,35.3
Paid Subscriptions,Units,2014/1/8 17:05,1,50.2
Paid Subscriptions,Units,2013/12/23 8:30,1,
CD,Value,2013/12/8 3:10,1,
CD,Value,2013/11/21 1:50,1,
CD,Value,2013/10/12 16:06,1,
CD,Value,2013/10/9 17:27,1,
CD,Value,2013/9/24 15:31,1,
CD,Value,2013/8/12 18:08,1,
CD,Value,2013/7/31 7:00,1,
CD,Value,2013/7/31 3:50,1,
CD,Value,2013/7/30 2:36,1,
CD,Value,2013/7/27 8:30,1,
CD,Value,2013/7/26 11:32,1,17.2
CD,Value,2013/7/18 0:46,1,103.3
CD,Value,2013/6/13 2:51,1,389.5
CD,Value,2013/6/1 22:49,1,930.1
CD,Value,2013/5/14 23:20,1,1593.6
CD,Value,2013/4/30 8:40,1,2089.9
CD,Value,2013/4/21 6:23,1,2587.7
CD,Value,2013/3/12 10:32,1,3451.6
CD,Value,2013/2/20 13:13,1,4337.7
CD,Value,2013/2/15 3:20,1,5326.5
CD,Value,2013/2/7 13:12,1,6511.4
CD,Value,2013/1/25 7:40,1,8464.5
CD,Value,2013/1/12 3:04,1,9377.4
CD,Value,2012/12/30 7:25,1,9934.7
CD,Value,2012/12/18 11:19,1,9915.1
CD,Value,2012/11/20 20:37,1,11416
CD,Value,2012/11/20 6:25,1,12816.3
CD,Value,2012/10/25 15:57,1,13214.5
CD,Value,2012/10/19 16:26,1,12909.4
CD,Value,2012/10/9 0:54,1,12044.1
CD,Value,2012/10/3 22:50,1,11232.9
CD,Value,2012/10/2 16:38,1,11446.5
CD,Value,2012/9/28 5:44,1,10520.2
CD,Value,2012/9/18 19:34,1,9372.6
CD,Value,2012/9/11 22:07,1,7452.3
CD,Value,2012/9/10 1:03,1,5471.3
CD,Value,2012/8/27 6:57,1,4318.8
CD,Value,2012/8/26 14:55,1,3389.4
CD,Value,2012/8/13 5:31,1,3100.7
CD,Value,2012/7/27 4:19,1,2485.614699
CD,Value,2012/7/25 7:48,1,2140.917718
CD,Value,2012/6/5 7:44,1,1776.249324
CD,Value,2012/5/25 11:31,1,1444.993194
CD,Value,2012/5/22 8:31,1,1130.764651
CD,Value,2012/5/15 11:04,1,1057.32309
CD,Value,2012/5/4 21:54,1,698.3866372
CD,Value,2012/4/23 22:01,1,614.5097799
CD Single,Value,2012/4/21 16:08,1,
CD Single,Value,2012/4/19 22:12,1,
CD Single,Value,2012/4/2 16:50,1,
CD Single,Value,2012/3/12 6:40,1,
CD Single,Value,2012/3/3 21:28,1,
CD Single,Value,2012/3/1 3:12,1,
CD Single,Value,2012/2/24 19:11,1,
CD Single,Value,2012/2/17 10:47,1,
CD Single,Value,2012/2/12 5:25,1,
CD Single,Value,2012/2/4 14:42,1,
CD Single,Value,2012/1/15 12:26,1,
CD Single,Value,2012/1/11 2:23,1,
CD Single,Value,2011/12/19 11:35,1,
CD Single,Value,2011/12/14 5:01,1,
CD Single,Value,2011/12/11 17:29,1,
CD Single,Value,2011/11/20 5:25,1,9.8
CD Single,Value,2011/10/12 7:13,1,-0.7
CD Single,Value,2011/9/13 23:36,1,6
CD Single,Value,2011/8/31 9:44,1,35.1
CD Single,Value,2011/8/20 20:01,1,45.1
CD Single,Value,2011/8/18 14:55,1,45.8
CD Single,Value,2011/8/11 2:56,1,56.1
CD Single,Value,2011/8/4 7:25,1,110.9
CD Single,Value,2011/7/27 23:00,1,184.1
CD Single,Value,2011/7/7 23:25,1,272.7
CD Single,Value,2011/7/5 15:42,1,213.2
CD Single,Value,2011/7/4 9:18,1,222.4
CD Single,Value,2011/6/16 11:51,1,142.7
CD Single,Value,2011/5/25 5:40,1,79.4
CD Single,Value,2011/5/16 13:39,1,19.6
CD Single,Value,2011/4/27 20:38,1,36
CD Single,Value,2011/4/27 11:21,1,15
CD Single,Value,2011/4/17 11:21,1,10.9
CD Single,Value,2011/4/6 8:30,1,7.7
CD Single,Value,2011/3/24 20:23,1,12.2
CD Single,Value,2011/3/23 4:24,1,3.5
CD Single,Value,2011/3/23 4:16,1,3.1
CD Single,Value,2011/3/1 10:37,1,2.9
CD Single,Value,2011/2/21 5:07,1,3.5
CD Single,Value,2011/2/12 11:00,1,3.225092945
CD Single,Value,2011/1/21 15:11,1,2.445737226
CD Single,Value,2011/1/8 19:38,1,3.616015547
CD Single,Value,2010/12/25 23:24,1,1.19694661
CD Single,Value,2010/12/14 0:27,1,0.263199082
CD Single,Value,2010/12/9 2:54,1,1.478694184
CD Single,Value,2010/12/1 6:31,1,0.15516984
CD Single,Value,2010/11/21 14:45,1,0.181678878
Cassette,Value,2010/11/19 7:25,1,76
Cassette,Value,2010/11/10 8:26,1,87.2
Cassette,Value,2010/11/9 13:05,1,98.8
Cassette,Value,2010/11/9 6:56,1,145.7
Cassette,Value,2010/10/27 11:27,1,249.6
Cassette,Value,2010/10/8 9:58,1,449.8
Cassette,Value,2010/9/24 12:02,1,580.6
Cassette,Value,2010/9/18 5:04,1,705
Cassette,Value,2010/9/8 19:51,1,1062.8
Cassette,Value,2010/9/5 23:37,1,1384.5
Cassette,Value,2010/9/3 12:04,1,1810.9
Cassette,Value,2010/8/17 4:19,1,2383.9
Cassette,Value,2010/7/15 1:49,1,2411.5
Cassette,Value,2010/7/6 23:54,1,2499.5
Cassette,Value,2010/6/26 6:04,1,2959.7
Cassette,Value,2010/6/21 6:42,1,3385.1
Cassette,Value,2010/6/17 4:24,1,3345.8
Cassette,Value,2010/4/17 2:21,1,3472.4
Cassette,Value,2010/4/16 4:38,1,3019.6
Cassette,Value,2010/4/6 18:33,1,3116.3
Cassette,Value,2010/3/18 16:11,1,2915.8
Cassette,Value,2010/3/15 15:55,1,2976.4
Cassette,Value,2010/3/14 18:44,1,2303.6
Cassette,Value,2010/3/8 22:44,1,1905.3
Cassette,Value,2010/3/8 22:02,1,1522.7
Cassette,Value,2010/2/28 22:24,1,1419.9
Cassette,Value,2010/2/26 22:46,1,1061.6
Cassette,Value,2010/2/24 19:55,1,626
Cassette,Value,2010/1/15 19:17,1,363.4
Cassette,Value,2009/12/31 16:24,1,209.8
Cassette,Value,2009/12/31 12:50,1,108.1
Cassette,Value,2009/11/25 1:36,1,23.7
Cassette,Value,2009/11/21 20:53,1,13.1
Cassette,Value,2009/11/18 17:36,1,3.7
Cassette,Value,2009/11/18 7:07,1,3
Cassette,Value,2009/11/14 19:58,1,0.9
Cassette,Value,2009/11/7 11:31,1,0
Cassette,Value,2009/11/7 10:41,1,
Cassette,Value,2009/10/11 12:49,1,
Cassette,Value,2009/10/8 2:57,1,
Cassette,Value,2009/9/27 22:22,1,
Cassette,Value,2009/9/18 20:13,1,
Cassette,Value,2009/9/4 2:23,1,
Cassette,Value,2009/8/23 21:17,1,
Cassette,Value,2009/7/31 2:13,1,
Cassette,Value,2009/7/16 6:39,1,
Cassette,Value,2009/7/3 4:02,1,
Cassette Single,Value,2009/6/27 13:08,1,
Cassette Single,Value,2009/6/20 11:04,1,
Cassette Single,Value,2009/6/18 4:39,1,
Cassette Single,Value,2009/6/9 22:42,1,
Cassette Single,Value,2009/5/31 6:05,1,
Cassette Single,Value,2009/5/13 20:20,1,
Cassette Single,Value,2009/5/4 11:39,1,
Cassette Single,Value,2009/4/20 4:01,1,
Cassette Single,Value,2009/4/10 18:42,1,
Cassette Single,Value,2009/3/4 0:38,1,
Cassette Single,Value,2009/2/20 12:15,1,
Cassette Single,Value,2009/2/7 19:51,1,
Cassette Single,Value,2009/1/12 22:24,1,
8 - Track,Value,2009/1/10 7:42,1,489
8 - Track,Value,2008/12/24 15:51,1,549.2
8 - Track,Value,2008/12/12 11:36,1,583
8 - Track,Value,2008/12/9 6:08,1,678.2
8 - Track,Value,2008/11/24 22:01,1,811
8 - Track,Value,2008/11/21 0:26,1,948
8 - Track,Value,2008/11/18 9:41,1,684.3
8 - Track,Value,2008/11/9 2:38,1,527
8 - Track,Value,2008/10/21 2:20,1,313
8 - Track,Value,2008/10/10 9:34,1,36
8 - Track,Value,2008/10/7 2:45,1,
8 - Track,Value,2008/9/9 9:49,1,
8 - Track,Value,2008/8/16 14:40,1,
8 - Track,Value,2008/8/12 11:44,1,
8 - Track,Value,2008/8/7 6:07,1,
8 - Track,Value,2008/7/23 14:45,1,
8 - Track,Value,2008/7/22 19:34,1,
8 - Track,Value,2008/7/11 14:35,1,
8 - Track,Value,2008/7/8 15:55,1,
8 - Track,Value,2008/7/1 17:40,1,
8 - Track,Value,2008/6/27 2:01,1,
8 - Track,Value,2008/6/18 13:45,1,
8 - Track,Value,2008/5/29 21:23,1,
8 - Track,Value,2008/5/24 10:18,1,
8 - Track,Value,2008/5/22 20:50,1,
8 - Track,Value,2008/5/6 1:08,1,
8 - Track,Value,2008/4/30 1:18,1,
8 - Track,Value,2008/4/6 16:03,1,
8 - Track,Value,2008/3/15 11:29,1,
8 - Track,Value,2008/2/24 19:33,1,
8 - Track,Value,2008/2/19 13:30,1,
8 - Track,Value,2008/2/18 8:51,1,
8 - Track,Value,2008/2/17 12:19,1,
8 - Track,Value,2008/2/16 8:38,1,
8 - Track,Value,2008/1/18 1:17,1,
8 - Track,Value,2008/1/9 3:53,1,
8 - Track,Value,2007/12/26 6:46,1,
8 - Track,Value,2007/12/20 17:00,1,
8 - Track,Value,2007/10/25 19:35,1,
8 - Track,Value,2007/10/12 9:14,1,
8 - Track,Value,2007/10/7 13:31,1,
8 - Track,Value,2007/9/22 17:57,1,
8 - Track,Value,2007/6/11 9:47,1,
8 - Track,Value,2007/6/8 13:32,1,
8 - Track,Value,2007/6/7 21:28,1,
8 - Track,Value,2007/5/16 16:20,1,
8 - Track,Value,2007/5/16 4:45,1,
Cassette Single,Value,2007/5/4 17:52,1,
Cassette Single,Value,2007/4/18 12:44,1,14.3
Cassette Single,Value,2007/4/16 14:56,1,57.3
Cassette Single,Value,2007/3/17 6:48,1,194.6
Cassette Single,Value,2007/3/15 2:20,1,257.9
Cassette Single,Value,2007/3/7 15:16,1,230.4
Cassette Single,Value,2007/2/2 12:48,1,298.8
Cassette Single,Value,2007/1/26 22:22,1,298.5
Cassette Single,Value,2007/1/22 7:24,1,274.9
Cassette Single,Value,2007/1/18 13:51,1,236.3
Cassette Single,Value,2007/1/17 9:50,1,189.3
Cassette Single,Value,2007/1/1 11:43,1,133.5
Cassette Single,Value,2006/12/9 6:31,1,94.4
Cassette Single,Value,2006/12/7 11:42,1,48
Cassette Single,Value,2006/12/1 6:09,1,4.6
Cassette Single,Value,2006/11/13 15:16,1,-5.3
Cassette Single,Value,2006/10/24 8:42,1,-1.6
Cassette Single,Value,2006/10/14 18:10,1,
Cassette Single,Value,2006/10/9 4:45,1,
Cassette Single,Value,2006/10/7 12:18,1,
Cassette Single,Value,2006/10/2 19:10,1,
Cassette Single,Value,2006/9/27 8:33,1,
Cassette Single,Value,2006/9/23 18:52,1,
Cassette Single,Value,2006/9/2 17:57,1,
Cassette Single,Value,2006/9/2 4:26,1,
Cassette Single,Value,2006/8/29 1:38,1,
Cassette Single,Value,2006/8/18 0:03,1,
Cassette Single,Value,2006/8/17 10:43,1,
Cassette Single,Value,2006/8/15 10:52,1,
Cassette Single,Value,2006/8/9 4:30,1,
Cassette Single,Value,2006/7/15 23:55,1,
Cassette Single,Value,2006/7/15 15:22,1,
Cassette Single,Value,2006/6/7 0:06,1,
Cassette Single,Value,2006/5/28 1:32,1,
DVD Audio,Value,2006/5/21 7:51,1,
DVD Audio,Value,2006/5/7 17:45,1,
DVD Audio,Value,2006/5/6 15:39,1,
DVD Audio,Value,2006/4/25 18:46,1,
DVD Audio,Value,2006/4/8 13:16,1,
DVD Audio,Value,2006/4/4 11:30,1,
DVD Audio,Value,2006/3/14 3:21,1,
DVD Audio,Value,2006/2/26 7:30,1,
DVD Audio,Value,2006/2/6 1:57,1,
DVD Audio,Value,2006/2/4 8:38,1,
DVD Audio,Value,2006/1/28 3:33,1,
DVD Audio,Value,2006/1/27 1:27,1,
DVD Audio,Value,2006/1/26 0:00,1,
DVD Audio,Value,2006/1/10 23:25,1,
DVD Audio,Value,2006/1/8 5:20,1,
DVD Audio,Value,2005/12/29 10:05,1,
DVD Audio,Value,2005/12/24 15:30,1,
DVD Audio,Value,2005/12/3 12:45,1,
DVD Audio,Value,2005/12/1 10:40,1,
DVD Audio,Value,2005/11/29 7:33,1,
DVD Audio,Value,2005/11/15 5:19,1,
DVD Audio,Value,2005/11/11 20:34,1,
DVD Audio,Value,2005/11/9 7:33,1,
DVD Audio,Value,2005/11/2 7:04,1,
DVD Audio,Value,2005/11/2 5:16,1,
DVD Audio,Value,2005/10/26 21:30,1,
DVD Audio,Value,2005/9/30 19:04,1,
DVD Audio,Value,2005/9/14 1:08,1,
DVD Audio,Value,2005/9/2 7:59,1,6
