用户编号,满意度,评分,总项目数,每月平均工作小时数（小时）,工龄（年）,工作事故,离职,5年内升职,部门,薪资
2253,0.62,0.98,4,137,3,0,0,0,技术部,中
2254,0.22,0.52,6,175,4,0,0,0,技术部,中
2255,0.91,0.82,3,183,3,0,0,0,技术部,中
2256,0.87,0.74,4,190,4,0,0,0,技术部,中
2257,0.95,0.69,3,225,2,0,0,0,技术部,高
2258,0.99,0.75,3,215,3,0,0,0,技术部,低
2259,0.99,0.57,3,176,4,1,0,0,支持部,中
2260,0.77,0.99,4,153,3,1,0,0,支持部,中
2261,0.75,0.68,3,150,2,1,0,0,支持部,中
2262,0.83,0.54,4,249,5,0,0,0,支持部,中
2263,0.61,0.39,3,99,2,0,0,0,支持部,低
2264,0.91,0.97,3,167,2,0,0,0,支持部,低
2265,0.47,0.64,3,192,3,0,0,0,支持部,低
2266,0.77,0.61,5,146,3,0,0,0,支持部,低
2267,0.55,0.51,3,190,3,0,0,0,支持部,低
2268,0.32,0.48,5,246,3,0,0,0,支持部,低
2269,0.96,0.67,6,190,3,0,0,0,支持部,低
2270,0.72,0.79,5,240,2,0,0,0,技术部,低
2271,0.8,0.9,4,136,3,0,0,0,技术部,低
2272,0.61,0.55,4,231,3,0,0,0,技术部,低
2273,0.97,0.88,3,204,2,0,0,0,管理部,低
2274,0.63,0.93,4,201,3,0,0,0,IT部,低
2275,0.92,0.92,3,159,3,0,0,0,IT部,低
2276,0.94,0.74,5,171,3,0,0,0,IT部,低
2277,0.79,0.72,6,240,4,0,0,0,IT部,低
2278,0.75,0.73,2,152,4,0,0,0,IT部,低
2279,0.78,0.99,3,151,3,1,0,0,产品开发部,低
2280,0.96,0.45,6,232,2,1,0,0,产品开发部,低
2281,0.65,0.68,4,128,5,0,0,0,产品开发部,低
2282,0.18,0.94,3,187,6,1,0,0,产品开发部,低
2283,0.94,0.51,3,160,2,0,0,0,IT部,低
2284,0.84,0.79,4,249,3,0,0,0,研发部,中
2285,0.67,0.54,2,136,2,0,0,0,研发部,中
2286,0.71,0.5,4,243,3,0,0,0,研发部,中
2287,0.56,0.64,3,240,3,0,0,0,研发部,中
2288,0.29,0.56,5,231,6,0,0,0,研发部,中
2289,0.47,0.9,3,101,2,1,0,0,市场部,中
2290,0.4,0.69,2,174,3,0,0,0,销售部,中
2291,0.81,0.82,4,167,2,0,0,0,财务部,中
2292,0.96,0.99,3,148,3,0,0,0,支持部,中
2293,0.99,0.75,6,139,5,1,0,0,技术部,中
2294,0.75,0.77,4,136,3,0,0,0,管理部,中
2295,0.75,0.74,4,153,2,0,0,0,市场部,中
2296,1,0.86,4,161,2,0,0,0,市场部,高
2297,0.52,0.53,2,163,2,0,0,0,市场部,低
2298,0.98,0.74,3,164,3,0,0,0,销售部,中
2299,0.6,0.64,2,137,5,0,0,0,销售部,中
2300,0.38,0.44,3,137,3,0,0,0,销售部,中
2301,0.51,0.41,6,106,5,0,0,0,销售部,中
2302,0.91,0.61,2,242,2,0,0,0,销售部,低
2303,0.56,0.62,5,238,3,0,0,0,销售部,低
2304,0.58,0.69,4,223,4,0,0,0,销售部,低
2305,0.51,0.53,3,201,2,0,0,0,销售部,低
2306,0.91,0.55,6,97,4,0,0,0,销售部,低
2307,0.8,0.98,2,232,6,1,0,0,销售部,低
2308,0.55,0.83,4,199,3,0,0,0,销售部,低
2309,0.62,0.53,3,141,3,0,0,0,销售部,低
2310,0.62,0.6,3,171,2,0,0,0,销售部,低
2311,0.87,0.58,4,212,3,0,0,0,销售部,低
2312,0.65,0.5,5,240,2,0,0,0,销售部,低
2313,0.51,0.64,3,247,2,0,0,0,销售部,低
2314,0.98,0.77,3,134,2,1,0,0,销售部,低
2315,0.13,0.43,4,165,5,0,0,0,销售部,低
2316,0.78,0.76,5,168,4,1,0,0,销售部,低
2317,0.6,0.98,3,242,2,0,0,0,财务部,低
2318,0.68,0.69,3,185,2,0,0,0,财务部,低
2319,0.55,0.84,3,237,3,0,0,0,财务部,低
2320,0.99,0.79,4,192,3,0,0,0,人力资源部,低
2321,0.92,0.68,5,236,2,0,0,0,人力资源部,低
2322,1,0.65,4,202,4,1,0,0,人力资源部,低
2323,0.77,0.93,4,171,2,0,0,0,人力资源部,中
2324,0.86,0.7,5,160,3,0,0,0,技术部,中
2325,0.89,0.84,2,242,3,0,0,0,技术部,中
2326,0.58,0.55,5,206,3,0,0,0,技术部,中
2327,0.56,0.66,3,212,2,0,0,0,技术部,中
2328,0.38,0.64,3,111,3,0,0,0,技术部,中
2329,0.62,0.64,3,240,2,0,0,0,技术部,中
2330,0.66,0.77,2,171,2,0,0,0,技术部,中
2331,0.3,0.44,3,129,2,0,0,0,技术部,中
2332,0.82,0.83,3,241,2,0,0,0,技术部,中
2333,0.96,0.68,4,162,2,0,0,0,技术部,中
2334,0.66,0.95,3,191,3,0,0,0,技术部,中
2335,0.79,0.5,5,176,3,0,0,0,支持部,高
2336,0.97,0.77,3,182,2,1,0,0,支持部,低
2337,0.59,0.65,3,226,3,0,0,0,支持部,中
2338,0.57,0.48,4,161,3,0,0,0,支持部,中
2339,0.64,0.53,4,163,3,0,0,0,支持部,中
2340,0.14,0.51,5,173,4,0,0,0,支持部,中
2341,0.48,0.55,3,228,2,0,0,0,支持部,低
2342,0.78,1,3,139,3,0,0,0,支持部,低
2343,0.96,0.62,5,128,5,0,0,0,支持部,低
2344,0.82,0.97,3,115,2,1,0,0,支持部,低
2345,0.94,0.9,5,191,4,0,0,0,支持部,低
2346,0.95,0.66,4,183,3,0,0,0,技术部,低
2347,0.59,0.43,3,173,3,0,0,0,技术部,低
2348,0.69,0.89,4,174,2,0,0,0,技术部,低
2349,0.74,0.72,3,213,3,0,0,0,管理部,低
2350,0.67,0.67,4,192,4,0,0,0,IT部,低
2351,0.83,0.52,3,167,2,1,0,0,IT部,低
2352,0.81,0.85,3,243,3,1,0,0,IT部,低
2353,0.54,0.73,2,100,3,0,0,0,IT部,低
2354,0.89,0.83,3,164,3,0,0,0,IT部,低
2355,0.79,0.74,5,172,2,0,0,0,产品开发部,低
2356,0.46,0.58,4,171,3,0,0,0,产品开发部,低
2357,0.99,0.93,4,236,3,0,0,0,产品开发部,低
2358,0.75,0.9,5,186,4,0,0,0,产品开发部,低
2359,0.93,0.82,4,175,3,0,0,0,IT部,低
2360,0.65,0.6,5,227,3,0,0,0,研发部,低
2361,0.19,0.63,4,142,6,0,0,0,研发部,低
2362,0.48,0.61,2,121,2,0,0,0,研发部,中
2363,0.95,0.64,5,234,3,0,0,0,研发部,中
2364,0.92,0.77,4,185,3,0,0,0,研发部,中
2365,0.84,0.54,4,160,3,0,0,0,市场部,中
2366,0.37,0.63,4,153,3,1,0,0,销售部,中
2367,0.22,0.74,3,199,6,0,0,0,财务部,中
2368,0.64,0.54,3,166,2,0,0,0,支持部,中
2369,0.72,0.88,2,247,3,0,0,0,技术部,中
2370,0.48,0.69,4,245,3,0,0,0,管理部,中
2371,0.12,0.55,5,242,4,0,0,0,市场部,中
2372,0.78,0.98,5,158,2,0,0,0,市场部,中
2373,0.71,0.74,3,163,3,1,0,0,市场部,中
2374,0.38,0.69,3,99,3,1,0,0,销售部,高
2375,0.57,0.85,4,164,3,0,0,0,销售部,低
2376,0.72,0.51,3,160,3,0,0,0,销售部,中
2377,0.6,0.57,2,184,3,0,0,0,销售部,中
2378,0.61,0.55,5,246,2,0,0,0,销售部,中
2379,0.67,0.64,4,190,2,0,0,0,销售部,中
2380,0.97,0.97,5,192,2,0,0,0,销售部,低
2381,0.22,0.6,3,205,6,1,0,0,销售部,低
2382,0.15,0.53,4,205,5,1,0,0,销售部,低
2383,0.6,0.6,3,248,3,0,0,0,销售部,低
2384,0.15,0.8,5,151,2,1,0,0,销售部,低
2385,0.5,0.81,3,148,2,0,0,0,销售部,低
2386,0.9,0.67,3,179,2,0,0,0,销售部,低
2387,0.84,0.51,6,141,2,1,0,0,销售部,低
2388,0.74,0.78,5,216,2,0,0,0,销售部,低
2389,0.72,0.51,3,235,2,0,0,0,销售部,低
2390,0.93,0.63,3,160,4,1,0,0,销售部,低
2391,0.54,0.69,3,141,4,0,0,0,销售部,低
2392,0.87,0.65,4,246,2,1,0,0,销售部,低
2393,0.19,0.98,5,226,4,1,0,0,财务部,低
2394,0.33,0.4,4,212,2,1,0,0,财务部,低
2395,0.94,0.93,4,220,3,0,0,0,财务部,低
2396,0.77,0.49,4,246,2,0,0,0,人力资源部,低
2397,0.48,0.82,3,183,2,0,0,0,人力资源部,低
2398,0.7,0.74,5,243,3,1,0,0,人力资源部,低
2399,0.54,0.93,4,161,4,1,0,0,人力资源部,低
2400,0.61,0.98,4,199,2,0,0,0,技术部,低
2401,0.97,0.4,4,248,4,1,0,0,技术部,中
2402,0.6,0.85,3,209,2,1,0,0,技术部,中
2403,0.93,0.84,5,135,3,0,0,0,技术部,中
2404,0.48,0.69,4,222,2,0,0,0,技术部,中
2405,0.16,0.76,5,192,3,0,0,0,技术部,中
2406,0.18,0.75,3,240,3,0,0,0,技术部,中
2407,0.84,0.75,3,187,3,1,0,0,技术部,中
2408,0.69,0.63,4,217,3,0,0,0,技术部,中
2409,0.22,0.88,4,213,3,1,0,0,技术部,中
2410,0.83,0.52,4,243,3,0,0,0,技术部,中
2411,0.58,0.5,2,132,3,0,0,0,支持部,中
2412,0.61,0.62,4,140,3,1,0,0,支持部,中
2413,0.67,0.5,4,173,2,1,0,0,支持部,高
2414,0.56,0.76,4,189,2,0,0,0,支持部,低
2415,0.74,0.74,3,156,3,0,0,0,支持部,中
2416,0.92,0.97,4,238,5,1,0,0,支持部,中
2417,0.81,0.68,5,230,2,0,0,0,支持部,中
2418,0.48,0.49,4,242,2,1,0,0,支持部,中
2419,0.73,0.72,4,197,3,0,0,0,支持部,低
2420,0.97,0.66,6,164,5,0,0,0,支持部,低
2421,0.15,0.51,6,248,5,0,0,0,支持部,低
2422,0.69,0.76,5,245,6,0,0,0,技术部,低
2423,0.61,0.68,5,225,4,0,0,0,技术部,低
2424,0.86,0.58,3,151,2,0,0,0,技术部,低
2425,0.55,0.88,4,242,3,0,0,0,管理部,低
2426,0.9,0.74,4,206,4,1,0,0,IT部,低
2427,0.65,0.4,2,141,2,0,0,0,IT部,低
2428,0.81,0.92,5,249,3,0,0,0,IT部,低
2429,0.65,0.86,5,240,3,0,0,0,IT部,低
2430,0.47,0.86,4,169,6,0,0,0,IT部,低
2431,0.93,0.53,3,200,3,1,0,0,产品开发部,低
2432,0.77,0.9,4,104,5,0,0,0,产品开发部,低
2433,0.87,0.82,6,176,3,0,0,0,产品开发部,低
2434,0.87,0.84,5,137,2,0,0,0,产品开发部,低
2435,0.65,0.75,2,151,3,0,0,0,IT部,低
2436,0.21,0.7,6,130,6,1,0,0,研发部,低
2437,0.75,0.59,4,199,2,0,0,0,研发部,低
2438,0.72,0.86,4,191,2,0,0,0,研发部,低
2439,0.88,0.63,3,243,3,1,0,0,研发部,低
2440,0.66,0.58,3,205,3,0,0,0,研发部,中
2441,0.8,0.75,3,181,3,0,0,0,市场部,中
2442,0.22,0.55,4,241,3,1,0,0,销售部,中
2443,0.92,0.69,3,192,3,0,0,0,财务部,中
2444,0.54,0.77,4,241,3,0,0,0,支持部,中
2445,0.91,0.56,4,158,3,0,0,0,技术部,中
2446,0.77,0.83,4,231,2,0,0,0,管理部,中
2447,0.61,0.51,3,156,3,1,0,0,市场部,中
2448,0.48,0.9,4,201,4,0,0,0,市场部,中
2449,0.25,0.69,3,187,4,0,0,0,市场部,中
2450,0.91,0.7,3,132,4,0,0,0,销售部,中
2451,0.72,0.58,5,147,3,1,0,0,销售部,中
2452,0.77,0.71,4,223,3,0,0,0,销售部,高
2453,0.41,0.4,2,194,2,0,0,0,销售部,低
2454,0.51,0.49,4,234,2,0,0,0,销售部,中
2455,0.72,0.79,3,149,3,0,0,0,销售部,中
2456,0.47,0.57,3,162,3,1,0,0,销售部,中
2457,0.53,0.67,4,238,2,0,0,0,销售部,中
2458,0.65,0.52,5,149,3,0,0,0,销售部,低
2459,0.18,0.75,4,170,5,0,0,0,销售部,低
2460,0.61,0.48,3,240,2,0,0,0,销售部,低
2461,0.86,0.72,4,167,2,0,0,0,销售部,低
2462,0.14,0.77,4,166,5,0,0,0,销售部,低
2463,0.63,0.8,3,205,2,0,0,0,销售部,低
2464,0.79,0.57,3,240,3,0,0,0,销售部,低
2465,0.78,0.97,4,142,3,0,0,0,销售部,低
2466,0.14,0.52,4,217,6,0,0,0,销售部,低
2467,0.85,0.54,3,139,3,0,0,0,销售部,低
2468,0.85,0.75,4,139,3,0,0,0,销售部,低
2469,0.91,0.76,5,152,3,0,0,0,财务部,低
2470,0.76,0.74,3,224,2,0,0,0,财务部,低
2471,0.62,0.72,5,180,3,0,0,0,财务部,低
2472,0.53,0.69,4,216,2,0,0,0,人力资源部,低
2473,0.97,0.63,3,133,3,0,0,0,人力资源部,低
2474,0.48,0.53,4,241,3,0,0,0,人力资源部,低
2475,0.5,0.55,4,148,3,1,0,0,人力资源部,低
2476,0.32,0.42,2,99,4,0,0,0,技术部,低
2477,0.58,0.77,4,196,2,1,0,0,技术部,低
2478,0.81,0.83,3,196,2,0,0,0,技术部,低
2479,0.48,0.84,4,228,3,0,0,0,技术部,中
2480,0.96,0.88,4,165,2,0,0,0,技术部,中
2481,0.56,0.9,3,235,2,0,0,0,技术部,中
2482,0.63,0.96,4,167,2,0,0,0,技术部,中
2483,0.21,0.5,5,245,5,0,0,0,技术部,中
2484,0.94,0.78,3,184,3,1,0,0,技术部,中
2485,0.94,0.89,4,239,3,0,0,0,技术部,中
2486,0.96,0.54,3,153,2,0,0,0,技术部,中
2487,0.49,0.5,4,187,5,1,0,0,支持部,中
2488,0.82,0.68,2,245,2,0,0,0,支持部,中
2489,0.6,0.5,3,244,3,0,0,0,支持部,中
2490,0.76,0.5,3,156,3,1,0,0,支持部,中
2491,0.69,0.64,5,245,2,1,0,0,支持部,高
2492,1,0.94,4,144,3,0,0,0,支持部,低
2493,0.62,0.66,4,143,3,0,0,0,支持部,中
2494,0.4,0.99,4,214,6,1,0,0,支持部,中
2495,0.94,0.91,3,163,3,0,0,0,支持部,中
2496,0.76,0.84,4,236,4,0,0,0,支持部,中
2497,0.58,0.69,3,146,4,0,0,0,支持部,低
2498,0.85,0.78,4,106,2,0,0,0,技术部,低
2499,0.45,0.52,2,105,3,0,0,0,技术部,低
2500,0.13,0.67,3,181,4,0,0,0,技术部,低
2501,0.24,0.5,5,174,4,0,0,0,管理部,低
2502,0.64,0.69,3,207,2,1,0,0,IT部,低
2503,0.63,0.61,6,118,2,0,0,0,IT部,低
2504,0.61,0.99,4,241,2,0,0,0,IT部,低
2505,0.71,0.99,2,136,3,0,0,0,IT部,低
2506,0.9,0.89,5,249,3,1,0,0,IT部,低
2507,0.17,0.76,4,171,5,0,0,0,产品开发部,低
2508,0.93,0.97,3,246,2,1,0,0,产品开发部,低
2509,0.83,0.89,5,141,3,1,0,0,产品开发部,低
2510,0.58,0.75,4,186,2,0,0,0,产品开发部,低
2511,0.76,0.5,3,248,3,0,0,0,IT部,低
2512,0.5,0.78,3,228,2,0,0,0,研发部,低
2513,0.22,0.81,5,205,4,0,0,0,研发部,低
2514,0.9,0.88,4,174,3,0,0,0,研发部,低
2515,0.7,0.63,3,155,4,1,0,0,研发部,低
2516,0.73,0.85,5,245,3,0,0,0,研发部,低
2517,0.84,0.87,3,241,3,0,0,0,市场部,低
2518,0.55,0.63,5,184,4,0,0,0,市场部,中
2519,0.63,0.98,4,175,2,0,0,0,销售部,中
2520,0.51,0.92,3,224,3,0,0,0,财务部,中
2521,0.81,0.76,4,177,3,0,0,0,支持部,中
2522,0.8,0.96,4,248,3,0,0,0,技术部,中
2523,0.99,0.97,4,208,3,0,0,0,管理部,中
2524,0.9,0.87,5,219,2,0,0,0,市场部,中
2525,0.65,0.67,5,128,5,0,0,0,市场部,中
2526,0.75,0.75,3,243,3,0,0,0,市场部,中
2527,0.62,0.49,4,218,4,0,0,0,销售部,中
2528,0.61,0.63,5,230,3,0,0,0,销售部,中
2529,0.24,0.6,4,195,5,0,0,0,销售部,中
2530,0.71,0.63,3,244,3,1,0,0,销售部,高
2531,0.49,0.8,2,245,2,0,0,0,销售部,低
2532,0.44,0.66,3,162,2,0,0,0,销售部,中
2533,0.75,0.87,4,193,3,0,0,0,销售部,中
2534,0.74,0.84,3,239,4,0,0,0,销售部,中
2535,0.62,0.87,5,149,3,0,0,0,销售部,中
2536,0.51,0.58,3,155,3,0,0,0,销售部,低
2537,0.61,0.59,5,241,2,0,0,0,销售部,低
2538,0.56,0.49,5,163,3,0,0,0,销售部,低
2539,0.79,0.76,3,160,3,0,0,0,销售部,低
2540,0.68,0.75,6,244,5,0,0,0,销售部,低
2541,0.9,0.84,2,199,3,0,0,0,销售部,低
2542,0.83,0.93,5,241,3,0,0,0,销售部,低
2543,0.94,0.82,3,187,3,0,0,0,销售部,低
2544,0.21,0.65,5,223,3,1,0,0,销售部,低
2545,0.58,0.87,3,248,2,0,0,0,销售部,低
2546,0.52,0.38,6,169,3,0,0,0,财务部,低
2547,0.18,0.67,5,245,5,0,0,0,财务部,低
2548,0.94,0.91,5,244,3,0,0,0,财务部,低
2549,0.69,0.5,3,208,4,0,0,0,人力资源部,低
2550,0.65,0.83,4,218,3,0,0,0,人力资源部,低
2551,0.46,0.62,2,187,3,0,0,0,人力资源部,低
2552,0.72,0.62,4,246,3,0,0,0,人力资源部,低
2553,0.3,0.37,6,248,3,0,0,0,技术部,低
2554,0.51,0.51,4,204,2,0,0,0,技术部,低
2555,0.43,0.75,3,108,2,0,0,0,技术部,低
2556,0.56,0.94,3,226,2,0,0,0,技术部,低
2557,0.63,0.91,4,246,3,0,0,0,技术部,中
2558,0.61,0.55,5,240,3,0,0,0,技术部,中
2559,0.53,0.73,4,248,2,0,0,0,技术部,中
2560,0.87,0.75,3,132,3,0,0,0,技术部,中
2561,0.68,0.7,4,185,4,0,0,0,技术部,中
2562,0.78,0.84,3,249,2,0,0,0,技术部,中
2563,0.49,0.95,4,156,2,0,0,0,技术部,中
2564,0.96,0.81,3,212,3,0,0,0,支持部,中
2565,0.83,0.74,3,221,2,0,0,0,支持部,中
2566,0.48,0.67,5,243,3,0,0,0,支持部,中
2567,0.63,0.86,4,241,3,1,0,0,支持部,中
2568,0.87,0.38,4,183,5,0,0,0,支持部,中
2569,0.21,0.9,4,241,6,0,0,0,支持部,高
2570,0.79,0.58,5,165,3,0,0,0,支持部,低
2571,0.8,0.96,3,247,5,0,0,0,支持部,中
2572,0.78,0.82,4,143,3,0,0,0,支持部,中
2573,0.67,0.65,5,156,2,0,0,0,支持部,中
2574,0.67,0.71,3,190,3,1,0,0,支持部,中
2575,0.26,0.67,2,242,6,0,0,0,技术部,低
2576,0.89,0.83,5,247,4,0,0,0,技术部,低
2577,0.7,0.53,4,152,3,0,0,0,技术部,低
2578,0.51,0.48,5,136,4,0,0,0,管理部,低
2579,0.53,0.88,3,157,3,0,0,0,IT部,低
2580,0.76,0.51,4,241,3,0,0,0,IT部,低
2581,0.86,0.93,5,208,2,0,0,0,IT部,低
2582,0.63,0.96,5,152,3,0,0,0,IT部,低
2583,0.58,0.86,5,241,3,0,0,0,IT部,低
2584,0.58,0.83,4,163,3,1,0,0,产品开发部,低
2585,0.9,0.82,4,136,3,0,0,0,产品开发部,低
2586,0.79,0.57,4,233,2,0,0,0,产品开发部,低
2587,0.8,0.74,4,221,4,0,0,0,产品开发部,低
2588,0.53,0.65,2,189,2,1,0,0,IT部,低
2589,0.52,0.84,2,226,3,0,0,0,研发部,低
2590,0.82,0.59,5,201,3,0,0,0,研发部,低
2591,0.68,0.9,2,133,4,0,0,0,研发部,低
2592,0.21,0.61,3,173,2,0,0,0,研发部,低
2593,0.81,0.5,4,152,3,1,0,0,研发部,低
2594,0.57,0.9,3,246,4,0,0,0,研发部,低
2595,0.99,0.72,3,119,2,1,0,0,市场部,低
2596,0.9,1,4,207,3,0,0,0,销售部,中
2597,0.76,0.64,3,189,3,0,0,0,财务部,中
2598,0.56,0.92,4,172,2,0,0,0,支持部,中
2599,0.5,0.93,6,150,3,1,0,0,技术部,中
2600,0.48,0.89,5,179,3,0,0,0,管理部,中
2601,0.99,0.97,3,247,2,0,0,0,市场部,中
2602,0.76,0.8,5,229,2,0,0,0,市场部,中
2603,0.93,0.97,4,227,3,0,0,0,市场部,中
2604,0.99,0.78,4,140,3,0,0,0,销售部,中
2605,0.85,0.78,4,241,3,0,0,0,销售部,中
2606,0.63,0.95,4,137,3,0,0,0,销售部,中
2607,0.63,0.78,3,153,3,1,0,0,销售部,中
2608,0.5,0.65,5,242,3,0,0,0,销售部,高
2609,0.52,0.57,3,150,3,0,0,0,销售部,低
2610,0.63,0.99,3,247,3,0,0,0,销售部,中
2611,0.78,0.5,4,212,2,0,0,0,销售部,中
2612,0.98,0.53,3,234,3,0,0,0,销售部,中
2613,0.14,1,5,174,5,0,0,0,销售部,中
2614,0.7,0.9,3,225,2,0,0,0,销售部,低
2615,0.88,0.6,4,224,2,0,0,0,销售部,低
2616,0.72,0.62,3,240,4,0,0,0,销售部,低
2617,0.88,0.51,4,139,3,0,0,0,销售部,低
2618,0.71,0.51,3,248,4,0,0,0,销售部,低
2619,0.6,0.85,3,172,2,0,0,0,销售部,低
2620,0.88,0.86,4,224,3,1,0,0,销售部,低
2621,0.55,0.72,5,232,4,0,0,0,销售部,低
2622,0.85,0.55,4,240,2,1,0,0,销售部,低
2623,0.84,0.51,2,117,4,0,0,0,财务部,低
2624,0.91,0.61,4,243,2,1,0,0,财务部,低
2625,0.82,0.62,4,202,2,0,0,0,财务部,低
2626,0.6,0.91,2,168,4,0,0,0,人力资源部,低
2627,0.89,0.71,5,194,3,0,0,0,人力资源部,低
2628,0.6,0.97,4,219,4,1,0,0,人力资源部,低
2629,0.64,0.52,4,207,3,0,0,0,人力资源部,低
2630,0.93,0.88,4,177,3,0,0,0,技术部,低
2631,0.81,0.99,3,239,2,1,0,0,技术部,低
2632,0.31,0.49,4,165,3,1,0,0,技术部,低
2633,0.68,0.69,4,225,2,0,0,0,技术部,低
2634,0.78,0.59,3,212,2,0,0,0,技术部,低
2635,0.44,0.42,4,159,4,0,0,0,技术部,中
2636,0.64,0.93,4,233,2,1,0,0,技术部,中
2637,0.81,0.63,4,108,6,0,0,0,技术部,中
2638,0.5,0.49,3,214,3,0,0,0,技术部,中
2639,0.69,0.61,5,229,3,0,0,0,技术部,中
2640,0.77,0.75,4,223,3,0,0,0,技术部,中
2641,0.69,0.56,4,178,3,0,0,0,支持部,中
2642,0.87,0.68,4,246,2,0,0,0,支持部,中
2643,0.85,0.91,4,145,3,0,0,0,支持部,中
2644,0.83,0.83,4,224,4,0,0,0,支持部,中
2645,0.68,0.51,3,249,3,0,0,0,支持部,中
2646,0.78,0.65,4,207,2,0,0,0,支持部,中
2647,0.78,0.89,3,243,3,0,0,0,支持部,高
2648,0.93,0.68,4,196,2,1,0,0,支持部,低
2649,0.54,0.75,3,240,3,0,0,0,支持部,中
2650,0.76,0.56,3,245,3,0,0,0,支持部,中
2651,0.4,0.72,3,139,2,0,0,0,支持部,中
2652,0.73,0.81,3,168,2,0,0,0,技术部,中
2653,0.86,0.98,5,233,3,0,0,0,技术部,低
2654,0.38,0.68,5,211,6,0,0,0,技术部,低
2655,0.71,0.48,5,114,3,0,0,0,管理部,低
2656,0.58,0.97,5,202,2,0,0,0,IT部,低
2657,0.67,0.59,3,177,3,1,0,0,IT部,低
2658,0.55,0.76,4,233,4,0,0,0,IT部,低
2659,0.76,0.98,2,111,2,0,0,0,IT部,低
2660,0.7,0.82,3,178,3,0,0,0,IT部,低
2661,0.66,0.46,4,204,4,0,0,0,产品开发部,低
2662,0.96,0.72,3,242,3,0,0,0,产品开发部,低
2663,0.6,0.77,4,157,4,0,0,0,产品开发部,低
2664,0.54,0.94,5,229,3,1,0,0,产品开发部,低
2665,0.85,0.9,5,202,3,0,0,0,IT部,低
2666,0.96,0.84,3,244,3,0,0,0,研发部,低
2667,0.86,0.62,3,246,3,1,0,0,研发部,低
2668,0.53,0.87,3,151,2,0,0,0,研发部,低
2669,0.91,0.95,3,241,3,0,0,0,研发部,低
2670,0.33,0.7,5,241,4,0,0,0,研发部,低
2671,0.75,0.73,4,244,2,0,0,0,研发部,低
2672,0.97,0.8,3,169,3,0,0,0,市场部,低
2673,0.68,0.51,4,176,4,1,0,0,销售部,低
2674,0.68,0.7,5,168,2,0,0,0,财务部,中
2675,0.57,0.87,4,171,2,0,0,0,支持部,中
2676,0.87,0.9,4,214,3,0,0,0,技术部,中
2677,0.5,0.91,5,224,2,1,0,0,管理部,中
2678,0.76,0.59,3,191,4,0,0,0,市场部,中
2679,0.79,0.61,5,96,4,0,0,0,市场部,中
2680,0.17,0.9,6,217,6,1,0,0,市场部,中
2681,0.6,0.62,4,135,2,1,0,0,销售部,中
2682,0.89,0.67,3,226,3,0,0,0,销售部,中
2683,0.69,0.87,3,202,2,0,0,0,销售部,中
2684,0.68,0.85,2,180,6,0,0,0,销售部,中
2685,0.61,0.87,5,174,4,0,0,0,销售部,中
2686,0.63,0.5,3,140,2,0,0,0,销售部,高
2687,0.5,0.96,4,147,3,0,0,0,销售部,低
2688,0.49,0.74,2,243,3,1,0,0,销售部,中
2689,0.83,0.55,5,241,5,0,0,0,销售部,中
2690,0.59,0.71,2,176,2,1,0,0,销售部,中
2691,0.75,0.93,2,98,5,0,0,0,销售部,中
2692,0.66,0.48,3,192,3,1,0,0,销售部,低
2693,0.68,0.51,4,157,3,0,0,0,销售部,低
2694,0.73,0.58,5,230,3,0,0,0,销售部,低
2695,0.98,0.53,4,192,2,1,0,0,销售部,低
2696,0.86,0.65,3,161,3,0,0,0,销售部,低
2697,0.5,0.55,3,176,3,0,0,0,销售部,低
2698,0.76,0.76,3,216,3,0,0,0,销售部,低
2699,0.3,0.47,4,176,2,0,0,0,销售部,低
2700,0.3,0.86,3,246,5,1,0,0,财务部,低
2701,0.64,0.59,3,174,3,1,0,0,财务部,低
2702,0.59,0.75,3,106,2,0,0,0,财务部,低
2703,0.85,0.63,4,154,3,0,0,0,人力资源部,低
2704,0.76,0.93,3,241,5,0,0,0,人力资源部,低
2705,0.63,0.5,5,246,2,0,0,0,人力资源部,低
2706,0.65,0.86,4,244,2,1,0,0,人力资源部,低
2707,0.43,0.68,3,197,2,0,0,0,技术部,低
2708,0.83,0.56,4,165,2,0,0,0,技术部,低
2709,0.49,0.77,4,218,2,0,0,0,技术部,低
2710,0.67,0.73,3,203,2,0,0,0,技术部,低
2711,0.9,0.47,2,107,6,1,0,0,技术部,低
2712,0.83,0.96,3,179,2,0,0,0,技术部,低
2713,0.92,0.84,5,244,3,0,0,0,技术部,中
2714,0.83,0.7,5,154,3,0,0,0,技术部,中
2715,0.64,0.55,4,167,3,1,0,0,技术部,中
2716,0.93,0.97,4,158,3,1,0,0,技术部,中
2717,0.6,0.87,4,227,3,1,0,0,技术部,中
2718,0.74,0.69,3,230,2,0,0,0,支持部,中
2719,0.56,0.75,5,143,5,0,0,0,支持部,中
2720,0.61,0.77,4,142,3,0,0,0,支持部,中
2721,0.63,0.62,4,184,4,0,0,0,支持部,中
2722,0.24,0.62,5,169,4,0,0,0,支持部,中
2723,0.17,0.56,5,218,4,1,0,0,支持部,中
2724,0.46,0.64,2,121,3,0,0,0,支持部,中
2725,0.68,0.48,4,241,4,0,0,0,支持部,高
2726,0.68,0.6,2,192,6,0,0,0,支持部,低
2727,0.16,0.71,6,227,5,0,0,0,支持部,中
2728,0.15,0.56,6,140,5,0,0,0,支持部,中
2729,0.55,0.49,3,152,2,0,0,0,技术部,中
